2021-12-05 10:34:24,662 	250	-115
2021-12-05 10:34:35,327 	260	-103
2021-12-05 10:34:44,630 	270	-103
2021-12-05 10:34:53,683 	280	-103
2021-12-05 10:35:02,948 	290	-103
2021-12-05 10:35:11,898 	300	-103
2021-12-05 10:35:20,627 	310	-103
2021-12-05 10:35:29,356 	320	-103
2021-12-05 10:35:38,878 	330	-96
2021-12-05 10:35:47,671 	340	-96
2021-12-05 10:35:56,574 	350	-96
2021-12-05 10:36:05,924 	360	-96
2021-12-05 10:36:15,044 	370	-96
2021-12-05 10:36:24,524 	380	-96
2021-12-05 10:36:33,967 	390	-96
2021-12-05 10:36:42,677 	400	-96
2021-12-05 10:36:51,529 	410	-96
2021-12-05 10:37:00,579 	420	-96
2021-12-05 10:37:09,208 	430	-96
2021-12-05 10:37:17,814 	440	-96
2021-12-05 10:37:26,576 	450	-96
2021-12-05 10:37:35,255 	460	-96
2021-12-05 10:37:43,929 	470	-96
2021-12-05 10:37:53,131 	480	-96
2021-12-05 10:38:02,145 	490	-96
2021-12-05 10:38:11,396 	500	-96
2021-12-05 10:38:20,092 	510	-96
2021-12-05 10:38:29,043 	520	-96
2021-12-05 10:38:37,576 	530	-96
2021-12-05 10:38:46,357 	540	-96
2021-12-05 10:38:56,053 	550	-96
2021-12-05 10:39:05,739 	560	-96
2021-12-05 10:39:15,385 	570	-96
2021-12-05 10:39:25,502 	580	-96
2021-12-05 10:39:34,884 	590	-96
2021-12-05 10:39:44,029 	600	-96
2021-12-05 10:39:53,004 	610	-96
2021-12-05 10:40:03,897 	620	-96
2021-12-05 10:40:14,576 	630	-96
2021-12-05 10:40:24,004 	640	-96
2021-12-05 10:40:33,596 	650	-96
2021-12-05 10:40:44,712 	660	-83
2021-12-05 10:40:53,904 	670	-83
2021-12-05 10:41:03,431 	680	-83
2021-12-05 10:41:13,064 	690	-83
2021-12-05 10:41:22,048 	700	-83
2021-12-05 10:41:31,603 	710	-83
2021-12-05 10:41:40,846 	720	-83
2021-12-05 10:41:50,391 	730	-83
2021-12-05 10:41:59,422 	740	-83
2021-12-05 10:42:08,228 	750	-83
2021-12-05 10:42:17,498 	760	-83
2021-12-05 10:42:26,722 	770	-83
2021-12-05 10:42:35,699 	780	-83
2021-12-05 10:42:44,379 	790	-83
2021-12-05 10:42:52,938 	800	-83
2021-12-05 10:43:01,787 	810	-83
2021-12-05 10:43:10,800 	820	-83
2021-12-05 10:43:19,541 	830	-83
2021-12-05 10:43:28,117 	840	-83
2021-12-05 10:43:37,014 	850	-83
2021-12-05 10:43:45,691 	860	-83
2021-12-05 10:43:54,633 	870	-83
2021-12-05 10:44:03,612 	880	-83
2021-12-05 10:44:13,825 	890	-51
2021-12-05 10:44:23,150 	900	-51
2021-12-05 10:44:32,178 	910	-51
2021-12-05 10:44:41,055 	920	-51
2021-12-05 10:44:49,840 	930	-51
2021-12-05 10:44:58,587 	940	-51
2021-12-05 10:45:07,708 	950	-51
2021-12-05 10:45:16,612 	960	-51
2021-12-05 10:45:25,198 	970	-51
2021-12-05 10:45:34,564 	980	-51
2021-12-05 10:45:43,877 	990	-51
2021-12-05 10:47:02,539 	0	-164
2021-12-05 10:47:11,766 	10	-119
2021-12-05 10:47:20,569 	20	-119
2021-12-05 10:47:29,676 	30	-119
2021-12-05 10:47:38,321 	40	-119
2021-12-05 10:47:47,207 	50	-119
2021-12-05 10:47:56,976 	60	-119
2021-12-05 10:48:06,253 	70	-119
2021-12-05 10:48:15,557 	80	-119
2021-12-05 10:48:24,269 	90	-119
2021-12-05 10:48:32,918 	100	-119
2021-12-05 10:48:41,573 	110	-119
2021-12-05 10:48:50,160 	120	-119
2021-12-05 10:48:58,503 	130	-119
2021-12-05 10:49:07,601 	140	-103
2021-12-05 10:49:16,099 	150	-103
2021-12-05 10:49:24,320 	160	-103
2021-12-05 10:49:32,469 	170	-103
2021-12-05 10:49:40,961 	180	-103
2021-12-05 10:49:49,616 	190	-103
2021-12-05 10:49:58,317 	200	-103
2021-12-05 10:50:06,992 	210	-103
2021-12-05 10:50:16,306 	220	-103
2021-12-05 10:50:24,840 	230	-103
2021-12-05 10:50:33,621 	240	-103
2021-12-05 10:50:42,528 	250	-103
2021-12-05 10:50:51,124 	260	-103
2021-12-05 10:50:59,806 	270	-103
2021-12-05 10:51:08,300 	280	-103
2021-12-05 10:51:16,678 	290	-103
2021-12-05 10:51:25,105 	300	-103
2021-12-05 10:51:33,822 	310	-103
2021-12-05 10:51:42,112 	320	-103
2021-12-05 10:51:50,341 	330	-103
2021-12-05 10:51:59,004 	340	-103
2021-12-05 10:52:07,245 	350	-103
2021-12-05 10:52:15,512 	360	-103
2021-12-05 10:52:23,964 	370	-103
2021-12-05 10:52:32,198 	380	-103
2021-12-05 10:52:40,562 	390	-103
2021-12-05 10:52:49,041 	400	-103
2021-12-05 10:52:57,400 	410	-103
2021-12-05 10:53:05,881 	420	-103
2021-12-05 10:53:14,293 	430	-103
2021-12-05 10:53:22,722 	440	-103
2021-12-05 10:53:31,049 	450	-103
2021-12-05 10:53:39,014 	460	-103
2021-12-05 10:53:47,860 	470	-103
2021-12-05 10:53:56,299 	480	-103
2021-12-05 10:54:04,670 	490	-103
2021-12-05 10:54:13,049 	500	-103
2021-12-05 10:54:21,501 	510	-103
2021-12-05 10:54:29,570 	520	-103
2021-12-05 10:54:38,079 	530	-103
2021-12-05 10:54:46,533 	540	-103
2021-12-05 10:54:54,920 	550	-103
2021-12-05 10:55:03,441 	560	-103
2021-12-05 10:55:11,952 	570	-103
2021-12-05 10:55:20,585 	580	-103
2021-12-05 10:55:29,066 	590	-103
2021-12-05 10:55:37,782 	600	-103
2021-12-05 10:55:46,147 	610	-103
2021-12-05 10:55:54,553 	620	-103
2021-12-05 10:56:03,096 	630	-103
2021-12-05 10:56:11,532 	640	-103
2021-12-05 10:56:20,033 	650	-103
2021-12-05 10:56:28,571 	660	-103
2021-12-05 10:56:37,163 	670	-103
2021-12-05 10:56:45,378 	680	-103
2021-12-05 10:56:53,906 	690	-103
2021-12-05 10:57:02,700 	700	-103
2021-12-05 10:57:11,134 	710	-103
2021-12-05 10:57:19,798 	720	-103
2021-12-05 10:57:28,571 	730	-103
2021-12-05 10:57:37,159 	740	-103
2021-12-05 10:57:46,135 	750	-103
2021-12-05 10:57:54,770 	760	-103
2021-12-05 10:58:03,491 	770	-103
2021-12-05 10:58:12,825 	780	-103
2021-12-05 10:58:22,073 	790	-103
2021-12-05 10:58:31,572 	800	-88
2021-12-05 10:58:40,571 	810	-88
2021-12-05 10:58:49,403 	820	-88
2021-12-05 10:58:58,543 	830	-88
2021-12-05 10:59:07,306 	840	-88
2021-12-05 10:59:16,363 	850	-88
2021-12-05 10:59:25,100 	860	-88
2021-12-05 10:59:33,736 	870	-88
2021-12-05 10:59:42,719 	880	-88
2021-12-05 10:59:51,650 	890	-88
2021-12-05 11:00:00,228 	900	-88
2021-12-05 11:00:08,664 	910	-88
2021-12-05 11:00:17,060 	920	-88
2021-12-05 11:00:25,545 	930	-88
2021-12-05 11:00:33,870 	940	-88
2021-12-05 11:00:42,593 	950	-88
2021-12-05 11:00:50,783 	960	-88
2021-12-05 11:00:59,029 	970	-88
2021-12-05 11:01:07,219 	980	-88
2021-12-05 11:01:14,993 	990	-88
2021-12-05 11:02:35,881 	0	-164
2021-12-05 11:02:45,496 	10	-119
2021-12-05 11:02:54,182 	20	-119
2021-12-05 11:03:02,548 	30	-119
2021-12-05 11:03:11,170 	40	-119
2021-12-05 11:03:19,734 	50	-119
2021-12-05 11:03:28,274 	60	-119
2021-12-05 11:03:37,048 	70	-119
2021-12-05 11:03:45,626 	80	-119
2021-12-05 11:03:54,009 	90	-119
2021-12-05 11:04:02,616 	100	-119
2021-12-05 11:04:11,747 	110	-119
2021-12-05 11:04:20,759 	120	-119
2021-12-05 11:04:29,444 	130	-119
2021-12-05 11:04:38,007 	140	-119
2021-12-05 11:04:46,863 	150	-119
2021-12-05 11:04:55,506 	160	-119
2021-12-05 11:05:04,464 	170	-119
2021-12-05 11:05:13,263 	180	-119
2021-12-05 11:05:21,673 	190	-119
2021-12-05 11:05:30,251 	200	-119
2021-12-05 11:05:39,155 	210	-119
2021-12-05 11:05:48,892 	220	-119
2021-12-05 11:05:58,324 	230	-119
2021-12-05 11:06:07,349 	240	-119
2021-12-05 11:06:15,949 	250	-119
2021-12-05 11:06:24,482 	260	-119
2021-12-05 11:06:33,051 	270	-119
2021-12-05 11:06:41,754 	280	-119
2021-12-05 11:06:50,264 	290	-119
2021-12-05 11:06:58,400 	300	-119
2021-12-05 11:07:06,920 	310	-119
2021-12-05 11:07:15,525 	320	-119
2021-12-05 11:07:23,841 	330	-119
2021-12-05 11:07:32,635 	340	-119
2021-12-05 11:07:41,191 	350	-119
2021-12-05 11:07:49,712 	360	-119
2021-12-05 11:07:58,662 	370	-119
2021-12-05 11:08:07,800 	380	-119
2021-12-05 11:08:16,557 	390	-119
2021-12-05 11:08:24,863 	400	-119
2021-12-05 11:08:33,446 	410	-119
2021-12-05 11:08:42,404 	420	-119
2021-12-05 11:08:51,274 	430	-119
2021-12-05 11:09:00,432 	440	-119
2021-12-05 11:09:09,083 	450	-119
2021-12-05 11:09:17,871 	460	-119
2021-12-05 11:09:26,759 	470	-119
2021-12-05 11:09:36,307 	480	-94
2021-12-05 11:09:44,938 	490	-94
2021-12-05 11:09:53,778 	500	-94
2021-12-05 11:10:02,512 	510	-94
2021-12-05 11:10:11,331 	520	-94
2021-12-05 11:10:20,107 	530	-94
2021-12-05 11:10:28,440 	540	-94
2021-12-05 11:10:36,822 	550	-94
2021-12-05 11:10:45,098 	560	-94
2021-12-05 11:10:53,371 	570	-94
2021-12-05 11:11:01,659 	580	-94
2021-12-05 11:11:10,240 	590	-94
2021-12-05 11:11:18,799 	600	-94
2021-12-05 11:11:27,488 	610	-94
2021-12-05 11:11:37,299 	620	-88
2021-12-05 11:11:45,920 	630	-88
2021-12-05 11:11:54,618 	640	-88
2021-12-05 11:12:03,522 	650	-88
2021-12-05 11:12:13,095 	660	-83
2021-12-05 11:12:22,688 	670	-71
2021-12-05 11:12:31,421 	680	-71
2021-12-05 11:12:40,354 	690	-71
2021-12-05 11:12:48,852 	700	-71
2021-12-05 11:12:57,411 	710	-71
2021-12-05 11:13:05,902 	720	-71
2021-12-05 11:13:14,086 	730	-71
2021-12-05 11:13:22,571 	740	-71
2021-12-05 11:13:30,913 	750	-71
2021-12-05 11:13:39,427 	760	-71
2021-12-05 11:13:47,902 	770	-71
2021-12-05 11:13:56,682 	780	-71
2021-12-05 11:14:05,120 	790	-71
2021-12-05 11:14:13,492 	800	-71
2021-12-05 11:14:22,032 	810	-71
2021-12-05 11:14:30,538 	820	-71
2021-12-05 11:14:39,133 	830	-71
2021-12-05 11:14:47,664 	840	-71
2021-12-05 11:14:56,313 	850	-71
2021-12-05 11:15:04,588 	860	-71
2021-12-05 11:15:13,111 	870	-71
2021-12-05 11:15:21,552 	880	-71
2021-12-05 11:15:30,249 	890	-71
2021-12-05 11:15:39,006 	900	-71
2021-12-05 11:15:47,641 	910	-71
2021-12-05 11:15:56,816 	920	-71
2021-12-05 11:16:05,437 	930	-71
2021-12-05 11:16:14,168 	940	-71
2021-12-05 11:16:23,041 	950	-71
2021-12-05 11:16:31,490 	960	-71
2021-12-05 11:16:39,992 	970	-71
2021-12-05 11:16:48,550 	980	-71
2021-12-05 11:16:56,959 	990	-71
2021-12-05 11:18:12,449 	0	-164
2021-12-05 11:18:22,184 	10	-119
2021-12-05 11:18:31,064 	20	-119
2021-12-05 11:18:39,805 	30	-119
2021-12-05 11:18:48,664 	40	-119
2021-12-05 11:18:57,626 	50	-119
2021-12-05 11:19:06,852 	60	-119
2021-12-05 11:19:15,557 	70	-119
2021-12-05 11:19:24,478 	80	-119
2021-12-05 11:19:33,301 	90	-119
2021-12-05 11:19:42,638 	100	-119
2021-12-05 11:19:51,664 	110	-119
2021-12-05 11:20:00,759 	120	-119
2021-12-05 11:20:09,522 	130	-119
2021-12-05 11:20:17,840 	140	-119
2021-12-05 11:20:26,542 	150	-119
2021-12-05 11:20:35,525 	160	-119
2021-12-05 11:20:44,221 	170	-119
2021-12-05 11:20:52,944 	180	-119
2021-12-05 11:21:01,713 	190	-119
2021-12-05 11:21:10,468 	200	-119
2021-12-05 11:21:18,854 	210	-119
2021-12-05 11:21:27,359 	220	-119
2021-12-05 11:21:36,431 	230	-119
2021-12-05 11:21:45,155 	240	-119
2021-12-05 11:21:54,315 	250	-119
2021-12-05 11:22:03,372 	260	-119
2021-12-05 11:22:13,679 	270	-119
2021-12-05 11:22:22,688 	280	-119
2021-12-05 11:22:31,380 	290	-119
2021-12-05 11:22:40,179 	300	-119
2021-12-05 11:22:49,470 	310	-119
2021-12-05 11:22:58,473 	320	-119
2021-12-05 11:23:07,950 	330	-69
2021-12-05 11:23:16,480 	340	-69
2021-12-05 11:23:25,138 	350	-69
2021-12-05 11:23:34,429 	360	-69
2021-12-05 11:23:43,561 	370	-69
2021-12-05 11:23:52,637 	380	-69
2021-12-05 11:24:01,332 	390	-69
2021-12-05 11:24:10,826 	400	-69
2021-12-05 11:24:19,710 	410	-69
2021-12-05 11:24:28,653 	420	-69
2021-12-05 11:24:37,593 	430	-69
2021-12-05 11:24:46,201 	440	-69
2021-12-05 11:24:54,738 	450	-69
2021-12-05 11:25:03,295 	460	-69
2021-12-05 11:25:12,253 	470	-69
2021-12-05 11:25:21,150 	480	-69
2021-12-05 11:25:29,844 	490	-69
2021-12-05 11:25:38,701 	500	-69
2021-12-05 11:25:47,382 	510	-69
2021-12-05 11:25:56,251 	520	-69
2021-12-05 11:26:05,224 	530	-69
2021-12-05 11:26:14,466 	540	-69
2021-12-05 11:26:23,451 	550	-69
2021-12-05 11:26:32,076 	560	-69
2021-12-05 11:26:40,849 	570	-69
2021-12-05 11:26:49,781 	580	-69
2021-12-05 11:26:58,897 	590	-69
2021-12-05 11:27:07,981 	600	-69
2021-12-05 11:27:16,703 	610	-69
2021-12-05 11:27:25,422 	620	-69
2021-12-05 11:27:34,039 	630	-69
2021-12-05 11:27:42,814 	640	-69
2021-12-05 11:27:51,379 	650	-69
2021-12-05 11:28:00,366 	660	-69
2021-12-05 11:28:09,445 	670	-69
2021-12-05 11:28:18,334 	680	-69
2021-12-05 11:28:27,026 	690	-69
2021-12-05 11:28:35,653 	700	-69
2021-12-05 11:28:44,436 	710	-69
2021-12-05 11:28:53,187 	720	-69
2021-12-05 11:29:01,741 	730	-69
2021-12-05 11:29:10,343 	740	-69
2021-12-05 11:29:18,926 	750	-69
2021-12-05 11:29:27,826 	760	-69
2021-12-05 11:29:36,613 	770	-69
2021-12-05 11:29:45,510 	780	-69
2021-12-05 11:29:54,489 	790	-69
2021-12-05 11:30:03,479 	800	-69
2021-12-05 11:30:12,509 	810	-69
2021-12-05 11:30:21,377 	820	-69
2021-12-05 11:30:30,446 	830	-69
2021-12-05 11:30:39,760 	840	-69
2021-12-05 11:30:49,063 	850	-69
2021-12-05 11:30:57,953 	860	-69
2021-12-05 11:31:06,954 	870	-69
2021-12-05 11:31:15,535 	880	-69
2021-12-05 11:31:24,417 	890	-69
2021-12-05 11:31:33,056 	900	-69
2021-12-05 11:31:41,755 	910	-69
2021-12-05 11:31:50,519 	920	-69
2021-12-05 11:31:59,293 	930	-69
2021-12-05 11:32:08,247 	940	-69
2021-12-05 11:32:17,309 	950	-69
2021-12-05 11:32:27,366 	960	-69
2021-12-05 11:32:37,167 	970	-69
2021-12-05 11:32:45,836 	980	-69
2021-12-05 11:32:54,750 	990	-69
2021-12-05 16:49:37,239 	0	-164
2021-12-05 16:49:45,971 	10	-119
2021-12-05 16:50:10,812 	0	-164
2021-12-05 16:50:48,461 	0	-164
2021-12-05 16:50:57,420 	10	-119
2021-12-05 16:51:04,996 	20	-119
2021-12-05 16:51:12,815 	30	-119
2021-12-05 16:51:21,300 	40	-83
2021-12-05 16:51:28,742 	50	-83
2021-12-05 16:51:37,345 	60	-83
2021-12-05 16:51:46,375 	70	-83
2021-12-05 16:51:55,035 	80	-83
2021-12-05 16:52:03,237 	90	-83
2021-12-05 16:52:11,546 	100	-83
2021-12-05 16:52:19,697 	110	-83
2021-12-05 16:52:27,803 	120	-83
2021-12-05 16:52:35,934 	130	-83
2021-12-05 16:52:43,987 	140	-83
2021-12-05 16:52:52,058 	150	-83
2021-12-05 16:53:00,128 	160	-83
2021-12-05 16:53:08,173 	170	-83
2021-12-05 16:53:16,681 	180	-83
2021-12-05 16:53:24,945 	190	-83
2021-12-05 16:53:33,091 	200	-83
2021-12-05 16:53:41,202 	210	-83
2021-12-05 16:53:49,275 	220	-83
2021-12-05 16:53:57,363 	230	-83
2021-12-05 16:54:05,438 	240	-83
2021-12-05 16:54:13,585 	250	-83
2021-12-05 16:54:21,949 	260	-83
2021-12-05 16:54:29,990 	270	-83
2021-12-05 16:54:38,025 	280	-83
2021-12-05 16:54:46,112 	290	-83
2021-12-05 16:54:54,242 	300	-83
2021-12-05 16:55:02,365 	310	-83
2021-12-05 16:55:10,715 	320	-83
2021-12-05 16:55:18,952 	330	-83
2021-12-05 16:55:27,599 	340	-83
2021-12-05 16:55:36,171 	350	-83
2021-12-05 16:55:44,699 	360	-83
2021-12-05 16:55:53,176 	370	-83
2021-12-05 16:56:01,294 	380	-83
2021-12-05 16:56:09,436 	390	-83
2021-12-05 16:56:17,558 	400	-83
2021-12-05 16:56:25,580 	410	-83
2021-12-05 16:56:33,673 	420	-83
2021-12-05 16:56:41,749 	430	-83
2021-12-05 16:56:49,943 	440	-83
2021-12-05 16:56:58,122 	450	-83
2021-12-05 16:57:06,163 	460	-83
2021-12-05 16:57:14,191 	470	-83
2021-12-05 16:57:22,339 	480	-83
2021-12-05 16:57:30,587 	490	-83
2021-12-05 16:57:38,861 	500	-83
2021-12-05 16:57:47,014 	510	-83
2021-12-05 16:57:55,100 	520	-83
2021-12-05 16:58:03,182 	530	-83
2021-12-05 16:58:11,252 	540	-83
2021-12-05 16:58:19,297 	550	-83
2021-12-05 16:58:27,374 	560	-83
2021-12-05 16:58:35,434 	570	-83
2021-12-05 16:58:43,472 	580	-83
2021-12-05 16:58:51,467 	590	-83
2021-12-05 16:58:59,516 	600	-83
2021-12-05 16:59:07,531 	610	-83
2021-12-05 16:59:15,556 	620	-83
2021-12-05 16:59:23,641 	630	-83
2021-12-05 16:59:31,731 	640	-83
2021-12-05 16:59:39,828 	650	-83
2021-12-05 16:59:47,946 	660	-83
2021-12-05 16:59:56,159 	670	-83
2021-12-05 17:00:04,263 	680	-83
2021-12-05 17:00:12,363 	690	-83
2021-12-05 17:00:20,460 	700	-83
2021-12-05 17:00:28,546 	710	-83
2021-12-05 17:00:36,772 	720	-83
2021-12-05 17:00:44,873 	730	-83
2021-12-05 17:00:53,091 	740	-83
2021-12-05 17:01:01,086 	750	-83
2021-12-05 17:01:08,818 	760	-83
2021-12-05 17:01:16,927 	770	-83
2021-12-05 17:01:24,973 	780	-83
2021-12-05 17:01:33,123 	790	-83
2021-12-05 17:01:41,246 	800	-83
2021-12-05 17:01:49,351 	810	-83
2021-12-05 17:01:57,846 	820	-83
2021-12-05 17:02:06,288 	830	-83
2021-12-05 17:02:14,526 	840	-83
2021-12-05 17:02:22,936 	850	-83
2021-12-05 17:02:31,109 	860	-83
2021-12-05 17:02:39,130 	870	-83
2021-12-05 17:02:47,189 	880	-83
2021-12-05 17:02:55,675 	890	-83
2021-12-05 17:03:04,302 	900	-83
2021-12-05 17:03:12,412 	910	-83
2021-12-05 17:03:20,418 	920	-83
2021-12-05 17:03:28,620 	930	-83
2021-12-05 17:03:36,790 	940	-83
2021-12-05 17:03:44,857 	950	-83
2021-12-05 17:03:52,865 	960	-83
2021-12-05 17:04:00,912 	970	-83
2021-12-05 17:04:09,012 	980	-83
2021-12-05 17:04:17,544 	990	-83
2021-12-05 17:05:19,178 	0	-164
2021-12-05 17:05:27,820 	10	-119
2021-12-05 17:05:36,552 	20	-106
2021-12-05 17:05:44,474 	30	-106
2021-12-05 17:05:52,602 	40	-106
2021-12-05 17:06:00,850 	50	-106
2021-12-05 17:06:08,826 	60	-106
2021-12-05 17:06:16,869 	70	-106
2021-12-05 17:06:24,867 	80	-106
2021-12-05 17:06:32,872 	90	-106
2021-12-05 17:06:41,031 	100	-106
2021-12-05 17:06:49,947 	110	-83
2021-12-05 17:06:58,328 	120	-83
2021-12-05 17:07:06,370 	130	-83
2021-12-05 17:07:14,464 	140	-83
2021-12-05 17:07:22,490 	150	-83
2021-12-05 17:07:30,513 	160	-83
2021-12-05 17:07:38,525 	170	-83
2021-12-05 17:07:46,540 	180	-83
2021-12-05 17:07:54,817 	190	-83
2021-12-05 17:08:02,895 	200	-83
2021-12-05 17:08:10,927 	210	-83
2021-12-05 17:08:18,939 	220	-83
2021-12-05 17:08:27,007 	230	-83
2021-12-05 17:08:35,050 	240	-83
2021-12-05 17:08:43,096 	250	-83
2021-12-05 17:08:51,196 	260	-83
2021-12-05 17:08:59,242 	270	-83
2021-12-05 17:09:07,284 	280	-83
2021-12-05 17:09:15,329 	290	-83
2021-12-05 17:09:23,471 	300	-83
2021-12-05 17:09:31,761 	310	-83
2021-12-05 17:09:40,069 	320	-83
2021-12-05 17:09:48,463 	330	-83
2021-12-05 17:09:57,101 	340	-83
2021-12-05 17:10:05,159 	350	-83
2021-12-05 17:10:13,166 	360	-83
2021-12-05 17:10:21,224 	370	-83
2021-12-05 17:10:29,339 	380	-83
2021-12-05 17:10:37,763 	390	-83
2021-12-05 17:10:46,223 	400	-83
2021-12-05 17:10:54,204 	410	-83
2021-12-05 17:11:02,290 	420	-83
2021-12-05 17:11:10,208 	430	-83
2021-12-05 17:11:18,272 	440	-83
2021-12-05 17:11:26,389 	450	-83
2021-12-05 17:11:34,691 	460	-83
2021-12-05 17:11:43,003 	470	-83
2021-12-05 17:11:51,236 	480	-83
2021-12-05 17:11:59,315 	490	-83
2021-12-05 17:12:07,372 	500	-83
2021-12-05 17:12:15,453 	510	-83
2021-12-05 17:12:23,418 	520	-83
2021-12-05 17:12:31,410 	530	-83
2021-12-05 17:12:39,463 	540	-83
2021-12-05 17:12:47,286 	550	-83
2021-12-05 17:12:55,335 	560	-83
2021-12-05 17:13:03,326 	570	-83
2021-12-05 17:13:11,532 	580	-83
2021-12-05 17:13:19,540 	590	-83
2021-12-05 17:13:27,571 	600	-83
2021-12-05 17:13:35,590 	610	-83
2021-12-05 17:13:43,593 	620	-83
2021-12-05 17:13:51,670 	630	-83
2021-12-05 17:13:59,756 	640	-83
2021-12-05 17:14:07,705 	650	-83
2021-12-05 17:14:15,670 	660	-83
2021-12-05 17:14:23,624 	670	-83
2021-12-05 17:14:31,684 	680	-83
2021-12-05 17:14:39,685 	690	-83
2021-12-05 17:14:47,639 	700	-83
2021-12-05 17:14:55,619 	710	-83
2021-12-05 17:15:04,137 	720	-83
2021-12-05 17:15:12,223 	730	-83
2021-12-05 17:15:20,169 	740	-83
2021-12-05 17:15:28,170 	750	-83
2021-12-05 17:15:36,138 	760	-83
2021-12-05 17:15:44,035 	770	-83
2021-12-05 17:15:52,068 	780	-83
2021-12-05 17:16:00,057 	790	-83
2021-12-05 17:16:07,940 	800	-83
2021-12-05 17:16:15,753 	810	-83
2021-12-05 17:16:23,638 	820	-83
2021-12-05 17:16:31,805 	830	-83
2021-12-05 17:16:40,064 	840	-83
2021-12-05 17:16:48,253 	850	-83
2021-12-05 17:16:56,340 	860	-83
2021-12-05 17:17:04,390 	870	-83
2021-12-05 17:17:12,342 	880	-83
2021-12-05 17:17:21,115 	890	-67
2021-12-05 17:17:28,992 	900	-67
2021-12-05 17:17:36,913 	910	-67
2021-12-05 17:17:44,850 	920	-67
2021-12-05 17:17:52,844 	930	-67
2021-12-05 17:18:00,823 	940	-67
2021-12-05 17:18:08,770 	950	-67
2021-12-05 17:18:16,680 	960	-67
2021-12-05 17:18:24,630 	970	-67
2021-12-05 17:18:32,582 	980	-67
2021-12-05 17:18:40,729 	990	-67
