2021-12-05 10:19:26,492 	0	-88
2021-12-05 10:19:34,462 	10	-88
2021-12-05 10:19:41,780 	20	-88
2021-12-05 10:19:48,914 	30	-88
2021-12-05 10:19:56,227 	40	-88
2021-12-05 10:20:03,735 	50	-86
2021-12-05 10:20:10,264 	60	-86
2021-12-05 10:20:16,773 	70	-86
2021-12-05 10:20:23,173 	80	-86
2021-12-05 10:20:29,639 	90	-86
2021-12-05 10:20:35,646 	100	-86
2021-12-05 10:20:41,725 	110	-86
2021-12-05 10:20:48,175 	120	-86
2021-12-05 10:20:54,873 	130	-86
2021-12-05 10:21:01,896 	140	-37
2021-12-05 10:21:08,348 	150	-37
2021-12-05 10:21:14,703 	160	-37
2021-12-05 10:21:21,160 	170	-37
2021-12-05 10:21:27,605 	180	-37
2021-12-05 10:21:33,908 	190	-37
2021-12-05 10:21:40,150 	200	-37
2021-12-05 10:21:46,515 	210	-37
2021-12-05 10:21:52,770 	220	-37
2021-12-05 10:21:59,166 	230	-37
2021-12-05 10:22:05,601 	240	-37
2021-12-05 10:22:11,859 	250	-37
2021-12-05 10:22:18,020 	260	-37
2021-12-05 10:22:23,920 	270	-37
2021-12-05 10:22:29,859 	280	-37
2021-12-05 10:22:35,746 	290	-37
2021-12-05 10:22:41,484 	300	-37
2021-12-05 10:22:47,490 	310	-37
2021-12-05 10:22:53,203 	320	-37
2021-12-05 10:22:59,220 	330	-37
2021-12-05 10:23:05,304 	340	-37
2021-12-05 10:23:11,677 	350	-37
2021-12-05 10:23:17,734 	360	-37
2021-12-05 10:23:23,665 	370	-37
2021-12-05 10:23:29,760 	380	-37
2021-12-05 10:23:35,780 	390	-37
2021-12-05 10:23:41,805 	400	-37
2021-12-05 10:23:47,816 	410	-37
2021-12-05 10:23:53,569 	420	-37
2021-12-05 10:23:59,312 	430	-37
2021-12-05 10:24:05,144 	440	-37
2021-12-05 10:24:11,014 	450	-37
2021-12-05 10:24:16,893 	460	-37
2021-12-05 10:24:22,677 	470	-37
2021-12-05 10:24:28,404 	480	-37
2021-12-05 10:24:34,271 	490	-37
2021-12-05 10:24:40,067 	500	-37
2021-12-05 10:24:46,161 	510	-37
2021-12-05 10:24:51,941 	520	-37
2021-12-05 10:24:57,644 	530	-37
2021-12-05 10:25:03,635 	540	-37
2021-12-05 10:25:09,555 	550	-37
2021-12-05 10:25:15,411 	560	-37
2021-12-05 10:25:21,237 	570	-37
2021-12-05 10:25:27,241 	580	-37
2021-12-05 10:25:33,429 	590	-37
2021-12-05 10:25:39,437 	600	-37
2021-12-05 10:25:45,554 	610	-37
2021-12-05 10:25:51,878 	620	0
2021-12-05 10:30:33,292 	0	-164
2021-12-05 10:30:43,478 	10	-119
2021-12-05 10:30:52,719 	20	-119
2021-12-05 10:31:01,693 	30	-119
2021-12-05 10:31:10,266 	40	-119
2021-12-05 10:31:18,871 	50	-119
2021-12-05 10:31:28,083 	60	-119
2021-12-05 10:31:36,931 	70	-119
2021-12-05 10:31:45,838 	80	-119
2021-12-05 10:31:54,761 	90	-119
2021-12-05 10:32:03,778 	100	-119
2021-12-05 10:32:12,851 	110	-119
2021-12-05 10:32:21,836 	120	-119
2021-12-05 10:32:31,582 	130	-119
2021-12-05 10:32:41,001 	140	-119
2021-12-05 10:32:50,648 	150	-119
2021-12-05 10:32:59,857 	160	-119
2021-12-05 10:33:09,813 	170	-115
2021-12-05 10:33:19,236 	180	-115
2021-12-05 10:33:27,943 	190	-115
2021-12-05 10:33:37,006 	200	-115
2021-12-05 10:33:45,849 	210	-115
2021-12-05 10:33:55,193 	220	-115
2021-12-05 10:34:05,068 	230	-115
2021-12-05 10:34:14,754 	240	-115
